x,y,token
21.319511,5.335116,sorrow
-39.252983,15.592456,all
-20.776758,20.201548,shape
-31.02208,-43.61734,disagreeable
-42.45998,-40.531937,consciousness
-9.4827585,-44.985035,.--
-49.67417,-27.38738,married
7.57347,-25.634594,It
-35.143234,-28.098381,loss
-32.555695,1.6199219,first
42.42519,11.748879,brought
21.829945,5.1855493,grief
-39.505886,44.926186,on
-44.713257,-18.957308,wedding
-51.433006,-15.144339,day
-36.758614,5.7125716,this
29.480911,-11.423147,beloved
-38.140972,39.335144,sat
2.1784596,21.617002,mournful
-12.384639,-36.172417,thought
-34.922874,-31.975264,continuance
-39.488277,44.900017,over
22.293085,8.615792,bride
45.428276,8.337128,people
17.995079,5.6475215,gone
-23.830536,19.868498,left
-17.108522,-46.82524,dine
-9.419303,-52.103294,no
-45.01957,-33.13917,prospect
61.458958,31.866156,third
-22.756065,-28.66133,cheer
-51.409252,-15.202622,evening
-40.853043,-7.1044145,composed
-40.22728,11.617722,himself
19.582144,5.6856246,sleep
-37.16654,9.0181055,after
-53.580215,-14.309542,dinner
-41.11321,-28.000584,usual
2.8453746,-24.178957,then
-3.4638155,-26.297928,only
16.594646,-20.2069,sit
-8.930574,-31.115974,lost
-41.070236,-39.328808,event
18.016438,11.204556,every
-15.244406,-53.223434,promise
-36.574757,-36.973495,happiness
-55.731823,-30.093784,Weston
-39.19064,4.8871574,man
-33.008198,-33.09002,unexceptionable
-34.749565,-39.16192,character
-22.508802,-37.189407,easy
-36.96365,-40.496273,fortune
-33.25191,-33.724613,suitable
-13.877167,-27.097273,age
14.861385,14.941049,pleasant
-32.809883,-38.570656,manners
-40.39786,19.707022,there
-40.510303,-40.613224,satisfaction
-30.999012,-31.940435,considering
-28.550709,-36.971786,self
-34.54907,-34.35909,denying
-34.21635,-39.944912,generous
-36.1877,-38.286568,friendship
-12.0141115,-36.94105,always
-32.94446,-47.888542,wished
-32.54446,-25.764978,promoted
-26.196049,-38.10389,match
-19.501062,55.15927,black
-51.41317,-15.188712,morning
32.878242,26.044445,work
-8.718451,-48.375057,want
-5.056025,-54.204433,would
-37.702118,5.9962177,be
-23.00115,-35.333973,felt
-47.345695,-16.677227,hour
-40.188187,-9.444386,recalled
9.471824,-9.038265,past
-40.57392,-43.61811,kindness
40.559822,41.696613,sixteen
7.7427945,-43.008575,how
45.170036,-0.5607058,taught
-15.155158,-22.65031,played
40.16201,42.969276,five
-34.41628,24.071644,old
-32.337624,-28.056627,devoted
-36.74467,-35.52895,powers
-33.78535,-42.59626,attach
-21.181229,-31.294672,amuse
-29.830555,-38.254356,health
-34.000607,-23.400278,nursed
-24.321375,36.362415,through
-14.2029085,1.7139766,various
-25.964386,-15.239517,childhood
7.1404443,-25.323147,A
-18.849503,15.846182,large
-21.276346,-29.378736,debt
-42.612762,-39.686436,gratitude
-22.08154,-12.236147,owing
4.752225,-36.809093,here
-39.907738,-31.624056,intercourse
-32.615696,1.7315578,last
39.783707,43.080105,seven
-30.084698,-37.317814,equal
-33.596596,-21.007236,footing
16.300678,-12.238705,perfect
-35.840027,-30.471264,unreserve
-48.10973,-13.207381,soon
44.54809,11.170518,followed
-51.312984,-28.151653,Isabella
-39.794777,13.2504225,their
-34.73995,4.8135967,each
-34.751793,4.865222,other
9.255904,-15.65322,yet
-17.779394,-36.70398,dearer
-44.743298,-36.616688,recollection
-39.66356,-27.871132,companion
-6.099973,-13.154587,such
-47.5863,-6.3206778,few
41.65395,5.491227,possessed
52.5008,-11.485781,:
-25.742102,-35.52154,intelligent
-45.54226,-27.559303,informed
-32.314007,-41.324192,useful
-27.548426,-47.48421,knowing
26.62929,-9.041588,ways
-32.426678,-40.56056,interested
-16.897326,39.889378,its
-39.21507,-33.291893,concerns
-40.378246,-35.046806,peculiarly
-32.638027,-45.322754,pleasure
-45.340282,-29.722921,scheme
-31.5367,-46.21663,hers
19.119045,-8.718685,whom
-5.1114388,-54.40548,could
42.656776,-14.27972,speak
45.63372,17.45119,arose
-13.005683,-35.72435,never
-15.311257,-45.346416,find
-11.769485,-45.11349,fault
7.8015122,-43.183918,How
37.857277,-17.528824,bear
-29.74244,-43.03035,change
5.271329,-40.990704,?--
14.238698,-38.61995,true
-52.494713,-20.403086,going
-13.918769,11.737569,half
-49.24907,24.640886,mile
-39.83579,12.949518,them
-30.230536,-47.53804,aware
-36.52139,13.078951,great
-4.862166,-53.40817,must
-23.114378,-37.976654,difference
-14.780037,34.773495,between
-55.500114,-29.177898,Mrs
-35.879055,-36.147366,advantages
-33.16479,-36.027092,natural
-35.82922,-36.124287,domestic
-37.242718,-37.17114,suffering
-13.362658,-18.967564,intellectual
-39.41954,-29.925926,solitude
29.365679,-11.28609,dearly
-24.643862,-47.27489,loved
-40.10882,11.474556,he
-40.270344,11.555915,He
31.40924,-19.219992,meet
-43.760025,-37.989063,conversation
-33.79491,-37.326576,rational
-42.879696,-0.22365151,playful
32.505676,-4.1447515,evil
-28.846027,-12.652367,actual
-19.7568,-38.239407,disparity
8.847217,10.648229,ages
12.930971,-46.67453,(
12.932763,-46.59763,)
-40.102425,-21.958694,increased
-33.251877,-33.44997,constitution
-35.973114,-36.191074,habits
17.021126,-12.707489,life
-25.54196,-27.001778,without
-35.29135,-35.479862,activity
-20.466467,-49.118984,mind
12.3879,-16.775743,body
-9.433233,-29.770554,older
-17.666115,-26.461416,though
-16.927107,4.1694565,everywhere
-32.86477,-20.839754,friendliness
30.535452,-2.0891516,heart
-32.43577,-39.40631,amiable
34.291706,39.511063,talents
-45.37092,-27.835672,recommended
-39.89963,12.767598,him
-37.251854,8.578542,time
-34.383934,-6.5758276,comparatively
44.243706,21.49665,removed
-18.14397,-41.824657,matrimony
-46.98627,-20.36328,settled
-42.78593,5.136883,London
25.805237,49.414562,miles
-47.143417,34.188915,off
-2.4283857,8.4977455,beyond
33.327297,26.296055,daily
-14.465774,18.923521,reach
13.264102,-58.7403,October
13.275526,-58.735435,November
-34.023438,12.253017,struggled
-49.223385,-21.499708,Hartfield
-4.1107807,-36.36091,Christmas
-49.825367,-17.880997,next
-47.126026,-23.47306,visit
62.247547,2.7818835,husband
28.967787,5.170997,children
20.239376,-13.508705,fill
34.97903,-18.79938,give
-35.966503,-36.140675,society
-46.559826,33.33178,again
-49.22433,-21.465324,Highbury
2.535134,44.22837,populous
-48.08711,-18.292574,village
-30.134552,8.146519,almost
-48.874474,-19.262419,town
-41.502792,-31.566275,spite
-22.525728,-16.694437,separate
-31.883924,41.09893,lawn
-3.2804043,-15.560079,shrubberies
53.336735,7.308539,name
-11.686473,-38.16194,really
-15.125197,-48.20368,belong
-40.09871,-30.739174,afforded
7.6605706,-11.300564,equals
17.169304,0.10506177,All
-48.271103,21.648268,looked
-46.127045,33.303936,up
-45.211758,-31.81391,acquaintance
-22.472143,-32.868206,universally
-32.041763,-50.2351,civil
40.450134,19.128448,among
-22.513624,-42.466267,accepted
-18.744104,12.9404745,even
-41.165844,-7.2542377,melancholy
-6.3856626,-43.268394,sigh
-12.305215,-46.128876,wish
-15.377921,-40.887344,impossible
-12.912264,-15.086326,things
15.231295,-17.703348,till
15.427331,12.314861,awoke
-32.0887,6.3076854,made
-28.41574,-43.07724,necessary
-40.933025,-7.56402,cheerful
14.317732,-4.7334404,His
-44.901695,-34.90246,spirits
-38.91758,-37.802105,required
-37.170914,-32.56306,support
-33.873093,-32.54962,nervous
-12.976781,-36.758575,easily
-36.337845,-26.122353,depressed
-12.119683,-36.98743,used
10.366638,-12.073152,hating
14.359107,20.2045,part
-14.090252,-21.034084,kind
-20.65759,-16.184181,origin
-25.84478,-45.095108,reconciled
62.377926,3.1093771,daughter
-37.55696,-41.6448,marrying
27.142517,-10.0609665,nor
-17.690613,-36.485126,ever
-23.600225,-43.236782,compassion
-30.11746,-31.874685,entirely
-37.847546,11.073849,when
-35.83452,-46.52348,obliged
-34.542282,-35.199715,selfishness
-21.940441,-47.582165,able
-6.3412027,-47.689976,suppose
-18.88243,-44.941113,feel
-29.43128,-47.280945,differently
-31.420563,-49.009617,disposed
-0.97988296,-52.69581,done
-14.511438,-36.04718,sad
2.4097254,-33.334003,thing
-25.954962,-38.066387,deal
-26.314579,-41.251022,happier
-37.18345,6.1219215,if
-49.97597,-19.973944,spent
25.356846,-19.923273,rest
-50.015163,-0.4534186,smiled
-9.171114,-43.017635,cheerfully
44.569893,-4.8548737,keep
25.116274,-10.299424,thoughts
-53.594837,-14.290445,tea
-7.946227,-46.38141,say
-30.91363,-31.71283,exactly
-53.106987,6.4530063,said
-52.681065,7.0292463,""""
-1.6386019,-46.56693,Poor
-9.255739,-45.09989,!--
7.734974,-43.35685,What
-11.503534,-47.351734,pity
-10.421282,-24.055397,is
3.5303388,-47.73677,"!"""
-6.3885994,-46.07895,cannot
-8.58269,-46.451878,agree
1.7867616,-39.774673,you
-3.8674068,-46.728184,papa
-6.3903394,-48.258873,know
-8.780341,-44.494606,good
-24.872896,-35.994034,humoured
-31.197378,-49.07785,thoroughly
-6.277934,-44.889942,deserves
62.318607,2.9345374,wife
-32.016838,-45.893883,;--
28.857143,-13.604534,live
17.5717,-41.296406,us
8.699222,-40.664726,my
-13.011078,-39.51141,odd
-16.058128,-30.07882,humours
-5.004556,-53.99075,might
5.724669,-41.77665,"?"""
34.88427,-22.068352,But
-40.19452,20.9055,where
-39.13493,-40.28938,advantage
5.7829905,-41.847164,?
7.4972777,-25.49815,This
39.392467,44.105335,three
12.017409,18.153915,times
34.829414,-22.10764,And
-1.9287984,-46.234306,dear
0.84514487,-43.204666,"."""
-12.088192,-36.908485,often
17.009886,-41.393307,we
-4.6751137,-52.596943,shall
2.4533334,-22.866339,see
2.0828846,-35.823895,coming
16.979288,-41.397938,We
-48.002674,-19.943476,meeting
3.5444713,-47.754578,!
-4.600516,-37.875454,begin
0.33687875,-36.446167,go
-13.135331,-31.691418,pay
39.225372,-29.25146,My
-0.1861191,-44.380074,am
0.3201585,-36.441196,get
11.105394,8.9502325,far
-49.1871,-21.445175,Randalls
-20.339178,41.494698,distance
17.201162,-20.464134,walk
10.082615,-41.369804,No
-9.662826,-50.627026,nobody
8.65742,-40.738987,your
-43.182674,21.607794,walking
-47.602222,-19.69699,carriage
-2.6621447,-42.84803,sure
62.298782,7.288642,James
-4.7013216,-52.56343,will
-41.792656,34.0761,like
21.912539,10.857739,put
32.46368,40.625473,horses
-40.596733,7.408191,are
-7.6731725,-32.758587,poor
-7.1722074,16.551453,while
-35.677048,-45.43942,paying
17.669662,-41.278996,our
17.130978,-0.37709063,They
-45.116783,32.14719,into
-36.18985,23.652597,stable
1.7779515,-39.889736,You
-44.117874,-25.007599,already
-41.743267,-21.124159,talked
6.859669,37.20084,night
-4.855917,-53.392635,may
40.78424,-1.5918393,because
-27.761415,-46.028576,doubt
24.779564,-43.046032,whether
35.030968,-18.83714,take
-12.219873,-29.426216,anywhere
-8.916228,-50.661377,else
32.524323,-36.04536,That
0.34651604,-42.31362,got
58.31476,9.715701,Hannah
-10.567361,-46.971825,Nobody
-45.957996,-26.840193,mentioned
-30.481615,-52.238037,glad
-12.546747,-39.73018,lucky
-23.070377,-47.52237,slighted
-39.5114,44.92672,upon
-36.939617,-41.77627,account
-6.6412334,-34.98838,make
58.20513,0.3451957,servant
-13.188949,-38.536934,pretty
47.207558,-0.55988955,spoken
-52.699085,-3.7491333,girl
-35.830605,-39.983135,opinion
-10.306714,-34.589863,Whenever
-6.92817,-44.408756,asks
-0.33758804,-37.02297,me
-7.461264,-47.21897,do
-27.01888,-23.159248,manner
26.442287,40.15587,needlework
44.444492,-4.788483,observe
-30.10243,29.381767,turns
-38.530235,28.753372,lock
-39.227757,23.715014,door
-1.707272,-26.57724,right
-23.512611,-45.030422,comfort
-3.8971,-37.718376,somebody
-37.013294,7.6437345,about
4.2980704,-35.678787,goes
-21.012678,-53.609005,hearing
-6.277084,-48.543957,tell
-22.482512,-47.069736,spared
-42.475014,-31.054043,exertions
33.934223,-8.208279,maintain
10.493269,30.381325,flow
-36.697556,-35.134598,ideas
-34.22699,-47.121048,hoped
-10.664984,-40.392616,help
-44.356777,-41.37564,tolerably
-27.877895,-5.6280584,attacked
-38.676434,-36.870415,regrets
-39.99794,25.560886,table
-35.80374,-13.588496,placed
-43.376717,-29.752724,visitor
-47.83443,-11.532074,immediately
-48.246887,-13.787343,afterwards
-43.18312,21.70394,walked
-41.377075,-40.046112,unnecessary
-55.796772,-30.22442,Knightley
-32.338627,-39.37053,sensible
40.58363,42.279606,eight
40.735046,42.364025,thirty
-45.047867,-31.782576,intimate
-31.213865,-32.25506,connected
62.168438,4.3263655,elder
62.3473,2.961678,brother
-38.757797,-32.77087,frequent
25.404898,-33.131714,welcome
-48.01191,-14.245791,directly
-38.68693,-35.194447,mutual
-39.70858,-31.318678,connexions
-44.679253,-14.856104,returned
-9.696336,-32.412697,late
39.815113,39.945286,days
-47.747627,-28.942604,absence
-43.612354,-24.09165,Brunswick
-49.352142,-16.935734,Square
-46.36203,-39.787567,circumstance
-31.942987,-30.842066,animated
-43.469383,-30.058567,inquiries
55.85773,2.9852772,answered
33.890724,-22.691977,When
-25.182615,-33.77427,gratefully
-49.37585,-10.33101,observed
2.0194569,-35.879597,come
-45.118923,32.13063,out
31.698706,-19.399443,call
-11.872553,-53.08776,afraid
-12.859855,-39.53973,shocking
26.374554,-36.072556,Not
-0.15669586,-45.80126,sir
-20.088188,10.029585,beautiful
-9.763653,43.86512,moonlight
-15.228142,43.949787,mild
27.56382,-18.166061,draw
-46.435772,33.3825,back
24.995054,28.693531,fire
-14.89768,-23.490856,found
8.861776,31.049358,damp
1.6279173,-19.686659,dirty
-3.9448473,-38.369427,catch
8.808684,31.03386,cold
11.450027,-37.863255,Look
-22.564539,22.508278,shoes
-0.43802696,-46.588215,Well
-11.967543,-38.125153,quite
-22.810848,-34.84541,surprising
-10.330088,43.027946,vast
9.604144,39.21092,rain
32.25283,22.182718,rained
-12.598191,-38.458443,dreadfully
12.837023,-18.737093,hard
-53.581383,-14.30813,breakfast
-32.940773,-48.792675,wanted
28.850382,-21.843489,By
2.950578,-38.873898,bye
21.366083,7.1865625,joy
27.735565,-11.454463,Being
-39.236656,4.693862,sort
-33.88314,-32.64899,feeling
-5.3771,-34.39683,hurry
-41.403336,-25.280275,congratulations
-11.744813,-46.904327,hope
-39.196,42.216778,went
-13.056641,-48.181625,behave
41.029938,-25.007507,Who
-52.383057,5.634801,cried
10.21864,-39.257015,Ah
34.085945,-42.16982,Tis
-7.753159,-35.86241,business
-1.8777195,-48.478256,please
-14.786078,-34.92919,possibly
-1.9456041,-44.57943,`
0.86584795,-43.185764,.'
-38.88774,-44.798584,regard
4.298527,-35.69186,comes
-47.188637,-39.3946,question
-38.352505,-39.643303,dependence
-39.31145,-32.023758,independence
11.119789,16.407022,At
-12.41394,-29.348671,rate
-17.71895,-37.391792,better
-20.219442,-32.753246,_one_
-4.5602417,5.5395317,those
-27.966206,5.1580462,fanciful
-23.341486,-39.98822,troublesome
-13.823957,-21.690382,creature
-29.256325,18.776218,playfully
-23.330973,53.844868,head
-10.013414,-42.60679,certainly
-8.13376,-48.490326,believe
-52.742893,6.948243,","""
-16.180277,-11.213986,sometimes
33.424786,-17.429434,dearest
-6.6252303,-47.77606,mean
-10.593677,-47.71636,_you_
-9.848351,-16.662737,horrible
-29.209114,-34.142876,idea
10.113657,-39.548317,Oh
-11.811871,-43.433743,meant
-16.061089,-41.939148,myself
-11.51169,-24.725199,loves
-12.772414,-39.492615,joke
18.025675,11.196561,another
-12.515353,-23.258833,fact
-24.095905,-41.422405,faults
-23.333735,-52.023144,told
-32.32969,-40.43639,agreeable
-25.645235,-51.699512,knew
-27.98204,-47.186974,suspect
-5.995542,-45.41814,knows
-15.396401,-44.565357,flatter
-43.247528,-35.24898,reflection
-39.860172,6.5047307,has
10.228431,-6.5051894,persons
-23.735525,-30.296656,chances
-21.860708,-47.328316,willing
48.142143,-20.287287,let
44.3311,12.629798,pass
-51.907173,6.079928,"--"""
42.62966,-14.359053,hear
-29.95155,-49.128677,behaved
-3.6805115,-33.319035,charmingly
7.1541014,-25.1907,Every
-20.520317,-29.98187,punctual
-38.550182,7.6887336,looks
19.435162,23.05071,tear
-24.227032,52.69158,face
-25.024483,-49.687363,seen
42.974613,16.87043,apart
-1.4211123,-46.408394,Dear
2.5281503,34.045937,bears
-30.39077,-52.05122,sorry
-18.600481,-46.86182,lose
-1.5740732,-44.99407,miss
-5.855339,-45.11084,thinks
-34.910156,18.215715,turned
40.33696,18.290558,divided
20.662485,5.6981473,tears
14.654619,-3.6620517,smiles
-5.017453,-54.03684,should
-24.568228,-43.34763,acceptable
-23.143347,-34.81713,important
-32.76744,-42.503952,secure
33.229725,26.252413,provision
34.946198,-4.324928,therefore
-16.732359,-46.37462,allow
-41.943775,-46.236263,pain
-43.692947,-24.275389,happily
-22.688538,-50.251595,forgotten
3.5006645,-39.826057,matter
-34.772682,-8.669556,considerable
39.966717,43.20085,four
-23.649889,-50.07322,proved
-13.208756,-48.296276,marry
-36.611702,43.256035,shook
-39.645267,-5.4553056,fondly
-53.151394,6.4387517,replied
-19.586866,-38.216366,matches
-18.906776,-31.16782,foretell
-21.26125,-37.633816,whatever
-1.3759295,-48.033974,Pray
-17.323223,-41.121216,none
-25.475586,-39.603226,greatest
-42.55745,-37.90392,amusement
-42.437775,-38.701466,success
-30.935562,-16.784056,widower
-44.59296,-41.514317,perfectly
-36.00144,-22.871958,constantly
-35.480618,-12.988071,occupied
-24.96908,-26.40745,either
-23.590141,-40.17619,friends
-16.982115,-34.358543,wherever
-10.231856,-48.470528,need
-49.994877,-19.970945,spend
6.847109,-16.042192,single
62.841114,30.866848,year
26.923603,-23.26844,alone
9.553735,20.309454,Some
-24.714615,-29.72285,others
63.623486,13.288223,son
-53.38695,-27.017145,uncle
-45.112343,13.746291,letting
5.8661823,20.929705,solemn
-10.575393,-44.9477,nonsense
-44.819496,-38.962357,subject
-24.841106,-47.41437,believed
5.141028,18.594364,Ever
-13.927896,-27.475134,since
-45.673367,-16.395515,met
-1.9338762,25.813572,Broadway
-35.189648,20.785835,Lane
-54.343792,5.8442597,began
-28.71217,45.409863,darted
-37.21562,-33.773464,gallantry
-4.223274,-9.009758,borrowed
-55.55722,12.907103,Farmer
-8.004344,-24.329397,planned
37.69892,-7.602177,blessed
-13.435185,-26.936089,instance
-16.631493,-45.509853,leave
-8.231138,-19.80745,making
-8.181901,-48.48531,understand
4.9846315,-29.468897,",'"""
-11.68071,9.120545,supposes
-35.833973,-43.819283,endeavour
39.198647,-29.284548,Your
-28.19603,-44.01237,properly
-19.277412,-24.638418,delicately
-36.268887,-43.882477,endeavouring
34.035027,-18.696434,bring
32.554707,-10.77229,worthy
-40.301235,-30.781734,employment
33.2853,24.32769,young
-52.659363,-3.7971807,lady
-12.398376,-48.134827,imagine
-39.085682,-19.348316,planning
57.08908,4.6267924,saying
-10.215597,-47.754593,yourself
-15.468805,-49.604652,idle
-53.190895,8.986771,",'"
6.392549,-43.132732,why
-4.241651,-45.169525,talk
50.41468,-19.121992,Where
-35.71233,-38.413475,merit
25.626053,0.5961043,proud
-6.0224814,-47.592518,guess
-8.924062,-41.934616,_that_
-4.8393726,-51.92085,can
-17.831219,-42.47111,known
-29.233137,-28.234095,triumph
-5.5028586,-33.607136,cleverer
-8.879915,-40.410694,depend
-16.992935,-11.21389,merely
-5.021195,-36.84066,luck
8.552499,-25.734198,There
20.944696,36.50704,talent
46.083763,0.6568214,word
-10.887109,-44.934074,quarrel
-36.774178,-41.703327,claim
-26.507473,26.707613,drawn
-17.01744,-8.025844,pictures
-11.046213,-37.795082,something
-17.471664,-40.98279,nothing
38.236076,-31.744787,If
-47.907486,-28.053617,visits
39.21896,4.5361924,given
-24.491995,13.251766,smoothed
-23.29641,-30.79949,matters
-12.529647,-37.69516,enough
-29.20578,-45.778896,comprehend
-36.94143,25.114222,open
-24.638144,-35.908657,hearted
-25.522415,-35.70846,unaffected
-16.236801,-33.880962,safely
-12.69755,-46.31163,manage
-27.466629,-42.752895,likely
-10.074596,-48.598244,harm
-30.679922,-43.78892,interference
1.7946273,-27.631218,rejoined
30.478544,-8.964463,understanding
47.881958,-14.5127325,pray
-24.057413,-37.708782,silly
28.107317,11.841706,break
-38.809982,-11.2790165,circle
24.0884,7.5740843,grievously
47.38887,-9.674707,Only
-55.774364,-30.186218,Elton
-51.483814,13.743407,",--"
-3.086652,-21.587313,look
-20.412344,-8.309926,whole
-30.80685,-12.683093,fitted
-45.529037,-21.284039,comfortably
32.380867,-6.2559223,shame
-11.360041,-32.40564,longer
-17.890205,34.57238,joining
13.303583,33.27899,hands
-20.382055,-8.261432,same
21.00975,-7.7330656,service
36.205173,-12.273696,shew
-43.131725,-38.233345,attention
-11.349931,-48.85451,ask
-9.684117,-47.77092,dare
12.689968,9.774326,With
-51.76531,7.6104865,laughing
-40.820194,20.199766,fish
-1.9587104,-23.997896,chicken
-16.867414,-46.317825,chuse
-8.762753,-40.44583,Depend
40.186806,42.89631,six
-12.405167,-34.54191,care
12.876152,-54.93772,II
-1.9589512,15.599276,native
53.581966,8.638302,born
-32.071663,-38.863876,respectable
39.587887,9.981726,generations
-6.8495665,47.294727,rising
-30.670069,-34.663437,gentility
-31.24087,-30.441338,property
-33.665825,-25.499304,received
-37.70396,-38.26882,education
-38.17199,-21.1193,succeeding
-18.83719,15.828615,small
27.268744,5.156515,become
-34.668205,-25.637619,indisposed
2.1456583,-0.32242018,homely
-32.448486,-20.76628,pursuits
-49.76295,-29.229254,brothers
-46.139668,-21.860111,engaged
-19.706438,-42.677574,satisfied
-32.796066,-32.797657,active
-31.842056,-11.995912,social
45.62281,27.506416,entering
-30.275192,-4.439098,militia
-27.973904,-1.0632961,county
-1.6761302,0.16313785,embodied
-52.64278,-28.758833,Captain
-31.390705,-32.38975,general
-46.50589,-27.5428,favourite
-29.439775,5.0067854,military
-50.75808,-26.40951,introduced
-55.29111,-30.609713,Churchill
-29.21007,-23.557013,Yorkshire
39.887997,24.317495,fell
29.827898,-10.357143,love
-29.357414,-47.34017,surprized
-9.303916,-29.699247,except
25.19607,34.547997,full
22.538662,-11.520398,pride
-34.63561,-36.80084,importance
-32.883503,-37.86466,connexion
-13.033267,-48.59707,offend
35.676266,-12.987837,command
-29.514462,17.123556,bore
-32.455395,-35.4129,proportion
-36.933987,-40.503445,estate
44.697075,15.57447,took
14.768412,-7.5349445,infinite
-43.081264,-32.477306,mortification
-35.43812,40.021805,threw
-29.88088,-39.55385,due
-24.681028,-24.740988,decorum
-24.20993,-25.343405,unsuitable
-34.278988,-43.627476,produce
-13.789943,-47.49862,ought
52.19744,10.836149,whose
-40.253773,-7.7337785,warm
27.328112,32.21274,sweet
31.522726,-18.558746,return
